Year,Win.Score,Lose.Score,Total.Score
1877,7,4,11
1877,4,14,18
1877,9,6,15
1877,2,13,15
1877,9,8,17
1877,5,5,10
1877,3,2,5
1877,8,4,12
1877,11,10,21
1877,4,2,6
1877,3,10,13
1877,8,1,9
1877,13,1,14
1877,3,0,3
1877,4,0,4
1877,2,11,13
1877,4,0,4
1877,7,3,10
1878,6,4,10
1878,5,4,9
1878,1,0,1
1878,6,2,8
1878,8,6,14
1878,4,1,5
1878,4,1,5
1878,3,1,4
1878,4,3,7
1878,2,2,4
1878,3,2,5
1878,9,1,10
1878,2,1,3
1878,6,1,7
1878,5,11,16
1878,4,1,5
1878,1,0,1
1878,5,3,8
1878,8,5,13
1878,5,24,29
1878,8,13,21
1878,8,12,20
1878,6,2,8
1878,2,10,12
1878,3,1,4
1878,2,13,15
1878,6,5,11
1878,12,10,22
1878,7,3,10
1878,9,3,12
1878,17,10,27
1878,8,10,18
1878,7,10,17
1878,10,1,11
1878,3,11,14
1878,4,12,16
1878,4,1,5
1878,3,2,5
1878,6,5,11
1878,7,14,21
1878,3,2,5
1878,5,2,7
1878,9,3,12
1878,9,3,12
1878,2,1,3
1878,16,15,31
1878,4,11,15
1878,17,10,27
1878,3,0,3
1878,1,0,1
1878,1,0,1
1878,2,0,2
1878,2,0,2
1878,4,3,7
1878,7,4,11
1878,2,12,14
1878,3,11,14
1878,4,2,6
1878,7,5,12
1878,9,3,12
1878,5,0,5
1878,9,7,16
1878,7,4,11
1878,3,14,17
1878,7,2,9
1878,4,11,15
1878,5,1,6
1878,5,16,21
1878,7,3,10
1878,7,6,13
1878,9,5,14
1878,9,5,14
1878,2,10,12
1878,7,11,18
1878,7,7,14
1878,4,1,5
1878,7,15,22
1878,5,3,8
1878,3,2,5
1878,4,3,7
1878,4,16,20
1878,6,5,11
1878,4,3,7
1878,8,2,10
1878,4,12,16
1878,6,3,9
1878,2,13,15
1878,8,4,12
1878,6,3,9
1878,8,4,12
1878,4,12,16
1878,9,13,22
1878,8,14,22
1878,5,3,8
1878,4,2,6
1878,17,10,27
1878,6,5,11
1878,4,1,5
1878,3,0,3
1878,1,0,1
1878,4,0,4
1878,8,7,15
1878,4,11,15
1878,6,2,8
1878,6,4,10
1878,9,10,19
1878,15,10,25
1878,7,1,8
1878,4,1,5
1878,3,2,5
1878,4,3,7
1878,7,2,9
1878,3,0,3
1878,9,12,21
1878,3,13,16
1878,2,1,3
1878,9,10,19
1878,9,3,12
1878,3,2,5
1878,6,3,9
1878,3,2,5
1878,4,0,4
1878,5,0,5
1878,2,1,3
1878,8,8,16
1878,3,0,3
1878,6,12,18
1878,8,5,13
1878,2,1,3
1878,9,0,9
1878,6,5,11
1878,6,5,11
1878,5,3,8
1878,7,6,13
1878,7,10,17
1878,4,4,8
1878,8,3,11
1878,6,5,11
1878,3,2,5
1878,2,13,15
1878,3,17,20
1878,3,2,5
1878,5,2,7
1878,7,4,11
1878,4,3,7
1878,5,3,8
1878,5,1,6
1878,5,2,7
1878,4,0,4
1878,7,5,12
1878,11,1,12
1878,4,3,7
1878,7,3,10
1878,5,1,6
1878,5,2,7
1878,8,7,15
1878,2,0,2
1878,4,11,15
1878,5,2,7
1878,9,0,9
1878,6,2,8
1878,8,0,8
1878,3,0,3
1878,9,0,9
1878,8,3,11
1878,5,2,7
1878,4,1,5
1878,9,4,13
1878,6,1,7
1878,6,15,21
1878,9,1,10
1878,7,6,13
1878,2,0,2
1878,2,0,2
1878,9,2,11
1878,4,2,6
1878,6,2,8
1878,3,0,3
1878,9,6,15
1878,4,3,7
1878,4,1,5
1878,6,5,11
1878,4,3,7
1878,2,1,3
1879,5,0,5
1879,4,3,7
1879,4,15,19
1879,7,5,12
1879,7,4,11
1879,5,10,15
1879,7,6,13
1879,10,1,11
1879,6,4,10
1879,4,0,4
1879,13,12,25
1879,7,3,10
1879,8,5,13
1879,12,1,13
1879,7,2,9
1879,7,6,13
1879,3,2,5
1879,5,10,15
1879,3,1,4
1879,5,2,7
1879,16,10,26
1879,8,15,23
1879,7,3,10
1879,7,6,13
1879,7,1,8
1879,5,14,19
1879,3,12,15
1879,3,2,5
1879,7,2,9
1879,2,13,15
1879,1,0,1
1879,9,16,25
1879,3,1,4
1879,3,11,14
1879,7,4,11
1879,8,0,8
1879,9,5,14
1879,5,2,7
1879,5,11,16
1879,15,11,26
1879,4,3,7
1879,8,10,18
1879,9,10,19
1879,8,3,11
1879,6,2,8
1879,7,2,9
1879,17,1,18
1879,6,0,6
1879,9,2,11
1879,4,0,4
1879,6,20,26
1879,6,14,20
1879,8,0,8
1879,4,0,4
1879,4,2,6
1879,4,2,6
1879,4,2,6
1879,2,13,15
1879,8,7,15
1879,6,2,8
1879,6,5,11
1879,6,5,11
1879,10,1,11
1879,4,2,6
1879,7,4,11
1879,3,0,3
1879,4,1,5
1879,6,12,18
1879,9,3,12
1879,4,19,23
1879,9,0,9
1879,11,1,12
1879,6,1,7
1879,1,1,2
1879,7,5,12
1879,6,3,9
1879,1,0,1
1879,5,3,8
1879,3,13,16
1879,6,19,25
1879,3,2,5
1879,4,3,7
1879,10,0,10
1879,9,10,19
1879,9,6,15
1879,5,2,7
1879,3,2,5
1879,3,1,4
1879,6,0,6
1879,8,1,9
1879,4,3,7
1879,4,3,7
1879,8,3,11
1879,15,13,28
1879,5,3,8
1879,5,3,8
1879,6,0,6
1879,4,3,7
1879,4,1,5
1879,4,1,5
1879,3,0,3
1879,7,3,10
1879,9,2,11
1879,5,1,6
1879,3,2,5
1879,3,1,4
1879,2,1,3
1879,3,15,18
1879,5,10,15
1879,5,1,6
1879,2,1,3
1879,5,2,7
1879,7,5,12
1879,9,0,9
1879,8,4,12
1879,6,5,11
1879,9,8,17
1879,4,2,6
1879,4,0,4
1879,8,14,22
1879,4,3,7
1879,9,1,10
1879,7,4,11
1879,9,6,15
1879,6,14,20
1879,9,5,14
1879,5,2,7
1879,9,7,16
1879,2,1,3
1879,4,3,7
1879,6,1,7
1879,7,6,13
1879,6,2,8
1879,8,2,10
1879,2,11,13
1879,4,3,7
1879,5,4,9
1879,9,7,16
1879,3,2,5
1879,4,3,7
1879,7,5,12
1879,8,4,12
1879,4,3,7
1879,11,0,11
1879,8,7,15
1879,9,0,9
1879,5,3,8
1879,4,0,4
1879,10,1,11
1879,5,3,8
1879,5,12,17
1879,6,4,10
1879,8,6,14
1879,8,4,12
1879,4,3,7
1879,9,1,10
1879,8,2,10
1879,7,6,13
1879,3,1,4
1879,9,0,9
1879,10,0,10
1879,8,6,14
1879,4,13,17
1879,3,1,4
1879,7,4,11
1879,2,0,2
1879,6,3,9
1879,6,2,8
1879,8,11,19
1879,1,0,1
1879,7,5,12
1879,5,2,7
1879,2,1,3
1879,12,0,12
1879,4,13,17
1879,7,6,13
1879,7,5,12
1879,9,2,11
1879,8,0,8
1879,6,3,9
1879,5,3,8
1879,2,10,12
1879,3,19,22
1879,7,0,7
1879,9,5,14
1879,8,4,12
1879,9,0,9
1879,2,1,3
1879,8,2,10
1879,7,6,13
1879,9,3,12
1879,7,0,7
1879,5,1,6
1879,3,2,5
1879,6,5,11
1879,9,13,22
1879,6,5,11
1879,6,11,17
1879,6,3,9
1879,6,1,7
1879,2,0,2
1879,5,1,6
1879,3,2,5
1879,7,4,11
1879,2,0,2
1879,5,0,5
1879,2,1,3
1879,8,7,15
1879,3,11,14
1879,4,0,4
1879,5,4,9
1879,6,2,8
1879,9,10,19
1879,13,0,13
1879,2,0,2
1879,7,16,23
1879,2,11,13
1879,8,3,11
1879,9,3,12
1879,2,1,3
1879,2,12,14
1879,3,15,18
1879,8,1,9
1879,9,5,14
1879,3,13,16
1879,16,0,16
1879,10,1,11
1879,7,3,10
1879,6,0,6
1879,4,12,16
1879,15,1,16
1879,2,11,13
1879,6,1,7
1879,3,12,15
1879,5,1,6
1879,9,1,10
1879,3,10,13
1879,6,3,9
1879,4,0,4
1879,8,6,14
1879,6,4,10
1879,5,2,7
1879,6,1,7
1879,15,1,16
1879,7,6,13
1879,17,1,18
1879,11,1,12
1879,9,3,12
1879,7,4,11
1879,5,5,10
1879,4,2,6
1879,3,10,13
1879,6,2,8
1879,4,1,5
1879,4,2,6
1879,8,5,13
1879,8,1,9
1879,2,2,4
1879,5,4,9
1879,3,10,13
1879,6,2,8
1879,4,1,5
1879,9,3,12
1879,2,18,20
1879,6,1,7
1879,10,1,11
1879,5,11,16
1879,6,0,6
1879,5,13,18
1879,10,0,10
1879,7,4,11
1879,5,11,16
1879,4,0,4
1879,4,2,6
1879,5,0,5
1879,8,17,25
1879,3,2,5
1879,6,5,11
1879,9,4,13
1879,10,1,11
1879,4,1,5
1879,8,4,12
1879,8,2,10
1879,7,5,12
1879,2,1,3
1879,4,10,14
1879,5,3,8
1879,5,1,6
1879,4,2,6
1879,2,1,3
1879,4,3,7
1879,6,2,8
1879,5,4,9
1879,5,4,9
1879,7,10,17
1879,5,15,20
1879,6,6,12
1879,7,10,17
1879,6,4,10
1879,3,0,3
1879,7,12,19
1879,7,3,10
1879,7,10,17
1879,8,5,13
1879,2,1,3
1879,2,10,12
1879,4,15,19
1879,6,5,11
1879,3,1,4
1879,6,2,8
1879,7,6,13
1879,5,17,22
1879,6,12,18
1879,4,15,19
1879,5,3,8
1879,13,1,14
1879,5,1,6
1879,2,10,12
1879,9,6,15
1879,3,14,17
1880,7,4,11
1880,4,3,7
1880,8,0,8
1880,13,1,14
1880,4,3,7
1880,6,2,8
1880,4,2,6
1880,7,3,10
1880,3,22,25
1880,5,3,8
1880,1,0,1
1880,3,1,4
1880,1,0,1
1880,5,4,9
1880,7,20,27
1880,3,2,5
1880,5,2,7
1880,7,0,7
1880,8,10,18
1880,6,2,8
1880,15,1,16
1880,7,13,20
1880,5,0,5
1880,7,6,13
1880,6,0,6
1880,1,0,1
1880,6,5,11
1880,2,1,3
1880,6,3,9
1880,6,5,11
1880,6,3,9
1880,5,3,8
1880,6,4,10
1880,6,3,9
1880,19,10,29
1880,6,10,16
1880,6,5,11
1880,10,1,11
1880,5,5,10
1880,3,1,4
1880,1,0,1
1880,5,2,7
1880,4,17,21
1880,9,2,11
1880,8,5,13
1880,2,1,3
1880,2,15,17
1880,4,17,21
1880,8,1,9
1880,8,2,10
1880,6,5,11
1880,7,1,8
1880,7,14,21
1880,4,2,6
1880,6,2,8
1880,2,10,12
1880,11,0,11
1880,4,1,5
1880,5,2,7
1880,11,10,21
1880,3,0,3
1880,5,1,6
1880,8,2,10
1880,19,10,29
1880,5,4,9
1880,8,7,15
1880,13,0,13
1880,5,4,9
1880,8,5,13
1880,2,10,12
1880,4,0,4
1880,5,2,7
1880,1,1,2
1880,4,0,4
1880,6,1,7
1880,5,2,7
1880,6,3,9
1880,9,5,14
1880,3,1,4
1880,7,1,8
1880,6,4,10
1880,3,2,5
1880,4,3,7
1880,8,5,13
1880,3,19,22
1880,3,0,3
1880,8,5,13
1880,5,0,5
1880,5,10,15
1880,5,0,5
1880,4,11,15
1880,1,0,1
1880,5,0,5
1880,6,1,7
1880,2,16,18
1880,7,1,8
1880,2,11,13
1880,5,2,7
1880,9,5,14
1880,7,6,13
1880,2,13,15
1880,5,0,5
1880,7,14,21
1880,8,11,19
1880,7,6,13
1880,8,3,11
1880,6,18,24
1880,8,7,15
1880,9,4,13
1880,5,2,7
1880,5,10,15
1880,5,2,7
1880,7,6,13
1880,4,10,14
1880,4,1,5
1880,8,3,11
1880,7,6,13
1880,9,3,12
1880,5,4,9
1880,7,5,12
1880,4,3,7
1880,4,0,4
1880,6,0,6
1880,3,2,5
1880,4,1,5
1880,7,5,12
1880,7,2,9
1880,9,5,14
1880,6,5,11
1880,4,1,5
1880,4,0,4
1880,3,10,13
1880,6,4,10
1880,5,1,6
1880,8,7,15
1880,6,1,7
1880,4,4,8
1880,6,4,10
1880,1,0,1
1880,3,2,5
1880,5,4,9
1880,7,2,9
1880,7,3,10
1880,7,1,8
1880,8,1,9
1880,5,2,7
1880,2,10,12
1880,5,4,9
1880,5,2,7
1880,5,19,24
1880,2,1,3
1880,3,0,3
1880,2,0,2
1880,7,5,12
1880,7,10,17
1880,3,0,3
1880,6,4,10
1880,9,8,17
1880,5,3,8
1880,6,5,11
1880,4,1,5
1880,7,2,9
1880,4,0,4
1880,1,0,1
1880,6,2,8
1880,5,4,9
1880,4,0,4
1880,5,4,9
1880,4,11,15
1880,7,1,8
1880,9,12,21
1880,4,2,6
1880,6,3,9
1880,3,1,4
1880,4,1,5
1880,4,1,5
1880,6,2,8
1880,4,2,6
1880,5,0,5
1880,2,10,12
1880,3,1,4
1880,14,1,15
1880,3,2,5
1880,8,4,12
1880,4,3,7
1880,5,2,7
1880,6,2,8
1880,8,6,14
1880,3,1,4
1880,7,0,7
1880,8,4,12
1880,9,2,11
1880,3,2,5
1880,7,6,13
1880,7,2,9
1880,4,1,5
1880,6,5,11
1880,3,0,3
1880,2,1,3
1880,1,0,1
1880,4,3,7
1880,4,3,7
1880,6,0,6
1880,4,2,6
1880,4,0,4
1880,6,3,9
1880,9,0,9
1880,5,3,8
1880,2,1,3
1880,3,2,5
1880,5,1,6
1880,5,0,5
1880,9,3,12
1880,4,2,6
1880,3,2,5
1880,5,1,6
1880,6,4,10
1880,8,3,11
1880,2,11,13
1880,3,1,4
1880,16,1,17
1880,5,3,8
1880,6,2,8
1880,3,1,4
1880,8,2,10
1880,6,1,7
1880,6,14,20
1880,5,3,8
1880,4,2,6
1880,7,1,8
1880,3,2,5
1880,6,0,6
1880,5,2,7
1880,1,0,1
1880,5,2,7
1880,8,0,8
1880,2,11,13
1880,1,0,1
1880,5,3,8
1880,2,11,13
1880,2,1,3
1880,5,0,5
1880,11,1,12
1880,5,3,8
1880,3,3,6
1880,9,4,13
1880,4,3,7
1880,5,3,8
1880,3,2,5
1880,4,2,6
1880,6,0,6
1880,2,13,15
1880,7,4,11
1880,3,2,5
1880,2,1,3
1880,5,3,8
1880,7,5,12
1880,6,3,9
1880,8,10,18
1880,8,4,12
1880,7,1,8
1880,1,0,1
1880,5,1,6
1880,6,2,8
1880,6,5,11
1880,5,3,8
1880,4,3,7
1880,9,6,15
1880,1,0,1
1880,4,1,5
1880,5,2,7
1880,7,4,11
1880,5,4,9
1880,6,0,6
1880,6,3,9
1880,4,2,6
1880,8,5,13
1880,6,2,8
1880,7,0,7
1880,5,3,8
1880,1,0,1
1880,11,11,22
1880,8,5,13
1880,2,19,21
1880,4,1,5
1880,2,0,2
1880,6,4,10
1880,7,1,8
1880,7,6,13
1880,5,2,7
1880,2,11,13
1880,4,3,7
1880,5,4,9
1880,5,2,7
1880,5,4,9
1880,9,17,26
1880,7,10,17
1880,6,2,8
1880,13,1,14
1880,3,1,4
1880,4,1,5
1880,5,5,10
1880,8,3,11
1880,4,3,7
1880,8,3,11
1880,5,0,5
1880,7,1,8
1880,5,4,9
1880,4,11,15
1880,3,1,4
1880,2,17,19
1880,5,3,8
1880,8,1,9
1880,7,3,10
1880,12,0,12
1880,9,4,13
1880,8,6,14
1880,8,5,13
1880,2,1,3
1880,2,16,18
1880,8,3,11
1880,3,3,6
1880,3,1,4
1880,8,3,11
1880,7,2,9
1880,6,4,10
1880,5,3,8
1880,7,6,13
1880,5,3,8
1880,7,3,10
1880,6,5,11
1880,19,10,29
1880,8,2,10
1880,5,4,9
1880,4,3,7
1880,8,10,18
1880,2,0,2
1880,14,14,28
1880,8,1,9
1880,5,1,6
1881,8,5,13
1881,4,0,4
1881,3,1,4
1881,6,5,11
1881,4,2,6
1881,8,5,13
1881,7,1,8
1881,6,0,6
1881,4,2,6
1881,5,10,15
1881,4,3,7
1881,4,0,4
1881,8,1,9
1881,4,2,6
1881,3,2,5
1881,3,2,5
1881,7,2,9
1881,6,1,7
1881,4,1,5
1881,4,0,4
1881,8,4,12
1881,3,2,5
1881,4,0,4
1881,5,10,15
1881,6,4,10
1881,6,0,6
1881,1,0,1
1881,3,11,14
1881,6,5,11
1881,5,3,8
1881,5,0,5
1881,6,5,11
1881,8,3,11
1881,4,10,14
1881,8,4,12
1881,4,3,7
1881,6,5,11
1881,2,12,14
1881,7,1,8
1881,3,2,5
1881,4,0,4
1881,6,5,11
1881,3,10,13
1881,3,2,5
1881,7,2,9
1881,5,11,16
1881,7,0,7
1881,5,4,9
1881,7,4,11
1881,5,4,9
1881,9,6,15
1881,4,2,6
1881,5,3,8
1881,16,0,16
1881,5,2,7
1881,3,2,5
1881,6,4,10
1881,5,0,5
1881,8,2,10
1881,6,11,17
1881,7,1,8
1881,9,0,9
1881,6,3,9
1881,5,12,17
1881,5,3,8
1881,4,2,6
1881,3,2,5
1881,2,11,13
1881,5,4,9
1881,11,1,12
1881,8,4,12
1881,3,2,5
1881,4,3,7
1881,8,4,12
1881,7,1,8
1881,7,5,12
1881,5,4,9
1881,3,10,13
1881,6,1,7
1881,8,7,15
1881,2,0,2
1881,6,1,7
1881,6,3,9
1881,6,1,7
1881,4,0,4
1881,2,0,2
1881,3,2,5
1881,3,1,4
1881,13,1,14
1881,3,0,3
1881,1,0,1
1881,6,2,8
1881,1,0,1
1881,7,6,13
1881,2,0,2
1881,5,12,17
1881,3,2,5
1881,9,10,19
1881,9,10,19
1881,7,1,8
1881,13,1,14
1881,7,3,10
1881,4,3,7
1881,8,4,12
1881,3,1,4
1881,4,15,19
1881,6,3,9
1881,5,0,5
1881,2,0,2
1881,5,2,7
1881,5,1,6
1881,3,10,13
1881,5,0,5
1881,2,1,3
1881,6,2,8
1881,8,2,10
1881,8,7,15
1881,7,5,12
1881,4,2,6
1881,8,0,8
1881,4,3,7
1881,9,8,17
1881,9,4,13
1881,8,12,20
1881,6,2,8
1881,19,12,31
1881,9,10,19
1881,8,0,8
1881,5,1,6
1881,16,10,26
1881,8,0,8
1881,5,3,8
1881,5,10,15
1881,7,4,11
1881,4,2,6
1881,6,1,7
1881,7,3,10
1881,7,4,11
1881,5,10,15
1881,4,0,4
1881,7,5,12
1881,8,3,11
1881,12,0,12
1881,13,12,25
1881,9,3,12
1881,8,11,19
1881,7,3,10
1881,13,11,24
1881,8,4,12
1881,5,12,17
1881,5,4,9
1881,6,2,8
1881,7,3,10
1881,5,15,20
1881,5,0,5
1881,4,2,6
1881,3,12,15
1881,3,0,3
1881,6,12,18
1881,3,1,4
1881,7,5,12
1881,6,4,10
1881,3,2,5
1881,8,3,11
1881,3,2,5
1881,9,10,19
1881,8,5,13
1881,1,0,1
1881,4,11,15
1881,3,1,4
1881,8,7,15
1881,5,2,7
1881,6,3,9
1881,7,11,18
1881,8,3,11
1881,5,0,5
1881,4,2,6
1881,6,4,10
1881,6,4,10
1881,5,4,9
1881,4,3,7
1881,7,3,10
1881,1,0,1
1881,3,2,5
1881,5,3,8
1881,9,4,13
1881,4,11,15
1881,9,6,15
1881,4,3,7
1881,2,11,13
1881,4,15,19
1881,5,0,5
1881,3,10,13
1881,6,3,9
1881,9,3,12
1881,9,6,15
1881,4,0,4
1881,7,6,13
1881,7,6,13
1881,3,2,5
1881,2,11,13
1881,13,11,24
1881,2,1,3
1881,9,5,14
1881,5,0,5
1881,4,0,4
1881,6,5,11
1881,2,0,2
1881,8,3,11
1881,7,2,9
1881,3,0,3
1881,3,10,13
1881,7,3,10
1881,7,3,10
1881,5,3,8
1881,5,4,9
1881,7,6,13
1881,9,5,14
1881,8,4,12
1881,6,12,18
1881,17,0,17
1881,8,7,15
1881,2,0,2
1881,8,6,14
1881,1,0,1
1881,9,13,22
1881,5,2,7
1881,5,12,17
1881,9,13,22
1881,8,5,13
1881,7,2,9
1881,1,0,1
1881,5,1,6
1881,6,5,11
1881,6,4,10
1881,7,6,13
1881,3,0,3
1881,8,8,16
1881,3,10,13
1881,9,4,13
1881,9,6,15
1881,6,1,7
1881,8,6,14
1881,8,6,14
1881,2,0,2
1881,8,4,12
1881,2,12,14
1881,7,5,12
1881,5,3,8
1881,5,4,9
1881,9,1,10
1881,3,1,4
1881,6,3,9
1881,12,0,12
1881,5,4,9
1881,7,5,12
1881,8,12,20
1881,3,10,13
1881,9,2,11
1881,8,5,13
1881,3,10,13
1881,7,12,19
1881,6,12,18
1881,6,14,20
1881,4,1,5
1881,4,3,7
1881,5,3,8
1881,3,2,5
1881,4,2,6
1881,11,1,12
1881,6,3,9
1881,9,2,11
1881,8,14,22
1881,6,3,9
1881,5,3,8
1881,5,2,7
1881,5,14,19
1881,10,1,11
1881,5,3,8
1881,7,0,7
1881,5,12,17
1881,4,1,5
1881,6,4,10
1881,7,4,11
1881,11,1,12
1881,8,0,8
1881,8,7,15
1881,3,1,4
1881,6,5,11
1881,7,3,10
1881,8,10,18
1881,4,3,7
1881,4,1,5
1881,8,0,8
1881,2,1,3
1881,8,12,20
1881,6,6,12
1881,7,6,13
1881,4,0,4
1881,7,10,17
1881,6,4,10
1881,3,1,4
1881,7,2,9
1881,7,5,12
1881,8,1,9
1881,5,17,22
1881,6,5,11
1881,9,4,13
1881,8,5,13
1881,4,10,14
1881,4,11,15
1881,2,1,3
1881,4,3,7
1881,8,4,12
1881,3,2,5
1881,6,12,18
1881,5,2,7
1881,12,10,22
1881,8,3,11
1881,8,1,9
1881,3,2,5
1881,6,0,6
1881,8,10,18
1881,6,11,17
1881,3,10,13
1881,7,3,10
1881,4,2,6
1881,7,6,13
1881,4,3,7
1881,9,3,12
1881,4,3,7
1881,4,12,16
1881,6,3,9
1881,10,1,11
1881,7,0,7
1881,4,11,15
1882,7,5,12
1882,6,5,11
1882,5,4,9
1882,9,3,12
1882,7,1,8
1882,9,10,19
1882,7,10,17
1882,17,1,18
1882,9,7,16
1882,11,10,21
1882,5,0,5
1882,4,17,21
1882,1,0,1
1882,7,3,10
1882,7,6,13
1882,3,1,4
1882,6,4,10
1882,19,10,29
1882,6,4,10
1882,5,14,19
1882,4,3,7
1882,4,1,5
1882,7,6,13
1882,2,1,3
1882,2,17,19
1882,8,1,9
1882,3,18,21
1882,6,5,11
1882,3,0,3
1882,2,1,3
1882,3,10,13
1882,14,13,27
1882,2,0,2
1882,9,0,9
1882,5,4,9
1882,4,2,6
1882,4,3,7
1882,8,4,12
1882,6,4,10
1882,9,5,14
1882,4,10,14
1882,5,1,6
1882,4,0,4
1882,11,1,12
1882,4,10,14
1882,8,1,9
1882,9,2,11
1882,5,1,6
1882,2,15,17
1882,9,4,13
1882,8,3,11
1882,5,3,8
1882,6,11,17
1882,7,10,17
1882,5,3,8
1882,4,0,4
1882,6,2,8
1882,9,3,12
1882,4,11,15
1882,7,4,11
1882,4,3,7
1882,9,4,13
1882,3,2,5
1882,9,8,17
1882,3,2,5
1882,7,6,13
1882,3,15,18
1882,9,3,12
1882,14,11,25
1882,9,3,12
1882,8,7,15
1882,7,10,17
1882,5,3,8
1882,3,2,5
1882,5,3,8
1882,3,14,17
1882,2,12,14
1882,7,3,10
1882,5,3,8
1882,8,12,20
1882,3,2,5
1882,4,3,7
1882,8,12,20
1882,1,0,1
1882,5,1,6
1882,5,16,21
1882,5,3,8
1882,20,1,21
1882,6,5,11
1882,8,0,8
1882,9,8,17
1882,8,4,12
1882,7,4,11
1882,7,3,10
1882,5,0,5
1882,9,5,14
1882,6,1,7
1882,9,10,19
1882,4,1,5
1882,6,4,10
1882,9,8,17
1882,3,2,5
1882,9,10,19
1882,7,15,22
1882,6,4,10
1882,12,0,12
1882,3,11,14
1882,5,10,15
1882,4,0,4
1882,8,10,18
1882,9,3,12
1882,5,4,9
1882,2,10,12
1882,2,1,3
1882,7,13,20
1882,10,1,11
1882,6,4,10
1882,5,2,7
1882,6,10,16
1882,3,0,3
1882,4,11,15
1882,3,13,16
1882,6,5,11
1882,7,1,8
1882,8,7,15
1882,4,4,8
1882,6,3,9
1882,3,10,13
1882,2,1,3
1882,7,3,10
1882,2,10,12
1882,7,6,13
1882,4,2,6
1882,9,0,9
1882,8,4,12
1882,7,15,22
1882,6,15,21
1882,1,0,1
1882,6,3,9
1882,4,2,6
1882,6,11,17
1882,10,0,10
1882,7,2,9
1882,6,3,9
1882,4,1,5
1882,5,4,9
1882,6,5,11
1882,4,1,5
1882,4,0,4
1882,4,14,18
1882,7,2,9
1882,7,4,11
1882,6,2,8
1882,5,0,5
1882,7,6,13
1882,9,3,12
1882,4,17,21
1882,2,10,12
1882,7,1,8
1882,4,10,14
1882,8,4,12
1882,9,13,22
1882,4,15,19
1882,7,5,12
1882,4,3,7
1882,5,12,17
1882,7,5,12
1882,2,1,3
1882,4,13,17
1882,2,11,13
1882,14,13,27
1882,8,2,10
1882,5,0,5
1882,4,2,6
1882,7,3,10
1882,6,3,9
1882,8,11,19
1882,4,3,7
1882,9,2,11
1882,5,0,5
1882,10,0,10
1882,8,1,9
1882,5,10,15
1882,8,4,12
1882,11,1,12
1882,6,2,8
1882,12,0,12
1882,5,1,6
1882,3,13,16
1882,5,3,8
1882,6,1,7
1882,3,12,15
1882,4,3,7
1882,9,11,20
1882,4,10,14
1882,3,13,16
1882,2,1,3
1882,8,6,14
1882,6,17,23
1882,8,7,15
1882,9,4,13
1882,5,2,7
1882,5,15,20
1882,4,1,5
1882,4,10,14
1882,8,5,13
1882,8,2,10
1882,7,2,9
1882,7,4,11
1882,4,21,25
1882,10,0,10
1882,7,5,12
1882,3,0,3
1882,6,3,9
1882,9,0,9
1882,8,4,12
1882,8,7,15
1882,8,13,21
1882,8,1,9
1882,2,0,2
1882,11,0,11
1882,6,4,10
1882,8,5,13
1882,4,11,15
1882,5,4,9
1882,8,6,14
1882,9,2,11
1882,6,2,8
1882,4,3,7
1882,11,1,12
1882,9,0,9
1882,5,4,9
1882,7,1,8
1882,4,3,7
1882,6,5,11
1882,5,3,8
1882,6,0,6
1882,5,11,16
1882,8,6,14
1882,2,1,3
1882,4,13,17
1882,3,13,16
1882,9,5,14
1882,8,18,26
1882,5,1,6
1882,9,5,14
1882,5,1,6
1882,4,1,5
1882,6,1,7
1882,2,1,3
1882,14,1,15
1882,7,1,8
1882,6,5,11
1882,7,4,11
1882,11,1,12
1882,2,1,3
1882,4,10,14
1882,10,1,11
1882,9,8,17
1882,21,17,38
1882,8,3,11
1882,6,1,7
1882,8,6,14
1882,3,0,3
1882,8,3,11
1882,8,4,12
1882,4,11,15
1882,11,0,11
1882,9,6,15
1882,8,4,12
1882,8,5,13
1882,6,1,7
1882,6,3,9
1882,3,2,5
1882,4,1,5
1882,2,1,3
1882,7,2,9
1882,3,2,5
1882,6,1,7
1882,6,4,10
1882,1,0,1
1882,2,0,2
1882,5,1,6
1882,3,1,4
1882,5,3,8
1882,7,1,8
1882,6,0,6
1882,4,23,27
1882,5,4,9
1882,6,4,10
1882,5,4,9
1882,4,1,5
1882,5,1,6
1882,7,10,17
1882,10,1,11
1882,8,10,18
1882,8,4,12
1882,9,8,17
1882,9,7,16
1882,3,2,5
1882,5,3,8
1882,6,2,8
1882,8,11,19
1882,7,1,8
1882,4,3,7
1882,1,0,1
1882,6,12,18
1882,5,3,8
1882,5,17,22
1882,3,2,5
1882,8,4,12
1882,9,1,10
1882,6,1,7
1882,6,2,8
1882,8,3,11
1882,2,0,2
1882,8,3,11
1882,6,3,9
1882,3,0,3
1882,9,8,17
1882,6,10,16
1882,3,2,5
1882,4,35,39
1882,15,1,16
1882,6,10,16
1882,10,0,10
1882,7,2,9
1882,3,2,5
1882,7,5,12
1882,8,11,19
1882,5,10,15
1882,7,4,11
1882,6,5,11
1882,5,3,8
1882,3,2,5
1882,6,3,9
1882,9,6,15
1882,3,2,5
1882,7,4,11
1882,12,11,23
1882,3,11,14
1882,5,1,6
1882,5,3,8
1882,17,1,18
1882,6,12,18
1882,6,5,11
1882,5,1,6
1882,9,4,13
1882,4,10,14
1882,1,0,1
1882,3,2,5
1882,13,0,13
1882,8,3,11
1882,8,3,11
1882,3,2,5
